"","id","pokemon","id_especie","altura","peso","exp_base","tipo_1","tipo_2","hp","ataque","defesa","ataque_especial","defesa_especial","velocidade","cor_1","cor_2","cor_final","grupo_ovo_1","grupo_ovo_2","url_icone","url_imagem","id_geracao"
"700",700,"sylveon",700,0.1,2.35,184,"fada",NA,95,65,65,110,130,60,"#EE99AC",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/a/a3/700MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/700.png",6
"701",701,"hawlucha",701,0.08,2.15,175,"lutador","voador",78,92,75,74,63,118,"#C03028","#A890F0","#BA4758","humanshape",NA,"//archives.bulbagarden.net/media/upload/a/a8/701MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/701.png",6
"702",702,"dedenne",702,0.02,0.22,151,"elétrico","fada",67,58,57,81,67,101,"#F8D030","#EE99AC","#F5C24E","ground","fairy","//archives.bulbagarden.net/media/upload/a/a1/702MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/702.png",6
"703",703,"carbink",703,0.03,0.57,100,"pedra","fada",50,50,150,50,150,50,"#B8A038","#EE99AC","#C59E54","fairy","mineral","//archives.bulbagarden.net/media/upload/e/eb/703MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/703.png",6
"704",704,"goomy",704,0.03,0.28,60,"dragão",NA,45,50,35,55,75,40,"#7038F8",NA,NA,"dragon",NA,"//archives.bulbagarden.net/media/upload/6/6f/704MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/704.png",6
"705",705,"sliggoo",705,0.08,1.75,158,"dragão",NA,68,75,53,83,113,60,"#7038F8",NA,NA,"dragon",NA,"//archives.bulbagarden.net/media/upload/7/7a/705MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/705.png",6
"706",706,"goodra",706,0.2,15.05,270,"dragão",NA,90,100,70,110,150,80,"#7038F8",NA,NA,"dragon",NA,"//archives.bulbagarden.net/media/upload/0/08/706MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/706.png",6
"707",707,"klefki",707,0.02,0.3,165,"aço","fada",57,80,91,80,87,75,"#B8B8D0","#EE99AC","#C5B0C7","mineral",NA,"//archives.bulbagarden.net/media/upload/a/af/707MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/707.png",6
"708",708,"phantump",708,0.04,0.7,62,"fantasma","grama",43,70,48,50,60,38,"#705898","#78C850","#717386","plant","indeterminate","//archives.bulbagarden.net/media/upload/0/06/708MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/708.png",6
"709",709,"trevenant",709,0.15,7.1,166,"fantasma","grama",85,110,76,65,82,56,"#705898","#78C850","#717386","plant","indeterminate","//archives.bulbagarden.net/media/upload/d/d9/709MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/709.png",6
"710",710,"pumpkaboo-average",710,0.04,0.5,67,"fantasma","grama",49,66,70,44,55,51,"#705898","#78C850","#717386","indeterminate",NA,"//archives.bulbagarden.net/media/upload/1/1a/710MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/710.png",6
"711",711,"gourgeist-average",711,0.09,1.25,173,"fantasma","grama",65,90,122,58,75,84,"#705898","#78C850","#717386","indeterminate",NA,"//archives.bulbagarden.net/media/upload/e/e7/711MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/711.png",6
"712",712,"bergmite",712,0.1,9.95,61,"gelo",NA,55,69,85,32,35,28,"#98D8D8",NA,NA,"monster",NA,"//archives.bulbagarden.net/media/upload/6/61/712MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/712.png",6
"713",713,"avalugg",713,0.2,50.5,180,"gelo",NA,95,117,184,44,46,28,"#98D8D8",NA,NA,"monster",NA,"//archives.bulbagarden.net/media/upload/c/c4/713MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/713.png",6
"714",714,"noibat",714,0.05,0.8,49,"voador","dragão",40,30,35,45,40,55,"#A890F0","#7038F8","#9A7AF1","flying",NA,"//archives.bulbagarden.net/media/upload/5/5b/714MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/714.png",6
"715",715,"noivern",715,0.15,8.5,187,"voador","dragão",85,70,80,97,80,123,"#A890F0","#7038F8","#9A7AF1","flying",NA,"//archives.bulbagarden.net/media/upload/8/80/715MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/715.png",6
"716",716,"xerneas",716,0.3,21.5,306,"fada",NA,126,131,95,131,98,99,"#EE99AC",NA,NA,"no-eggs",NA,"//archives.bulbagarden.net/media/upload/d/d6/716MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/716.png",6
"717",717,"yveltal",717,0.58,20.3,306,"sombrio","voador",126,131,95,131,98,99,"#705848","#A890F0","#7D6570","no-eggs",NA,"//archives.bulbagarden.net/media/upload/b/be/717MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/717.png",6
"718",718,"zygarde",718,0.5,30.5,270,"dragão","terrestre",108,100,121,81,95,95,"#7038F8","#E0C068","#8B58D5","no-eggs",NA,"//archives.bulbagarden.net/media/upload/5/57/718MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/718.png",6
"719",719,"diancie",719,0.07,0.88,270,"pedra","fada",50,100,150,100,150,50,"#B8A038","#EE99AC","#C59E54","no-eggs",NA,"//archives.bulbagarden.net/media/upload/8/85/719MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/719.png",6
"720",720,"hoopa",720,0.05,0.9,270,"psíquico","fantasma",80,110,60,150,130,70,"#F85888","#705898","#D7588B","no-eggs",NA,"//archives.bulbagarden.net/media/upload/c/c1/720MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/720.png",6
"721",721,"volcanion",721,0.17,19.5,270,"fogo","água",80,110,120,130,90,70,"#F08030","#6890F0","#CF835E","no-eggs",NA,"//archives.bulbagarden.net/media/upload/e/ec/721MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/721.png",6
"722",722,"rowlet",722,0.03,0.15,64,"grama","voador",68,55,55,50,50,42,"#78C850","#A890F0","#83BA76","flying",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/722.png",7
"723",723,"dartrix",723,0.07,1.6,147,"grama","voador",78,75,75,70,70,52,"#78C850","#A890F0","#83BA76","flying",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/723.png",7
"724",724,"decidueye",724,0.16,3.66,239,"grama","fantasma",78,107,75,100,100,70,"#78C850","#705898","#76AC61","flying",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/724.png",7
"725",725,"litten",725,0.04,0.43,64,"fogo",NA,45,65,40,60,40,70,"#F08030",NA,NA,"ground",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/725.png",7
"726",726,"torracat",726,0.07,2.5,147,"fogo",NA,65,85,50,80,50,90,"#F08030",NA,NA,"ground",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/726.png",7
"727",727,"incineroar",727,0.18,8.3,239,"fogo","sombrio",95,115,90,80,90,60,"#F08030","#705848","#D07635","ground",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/727.png",7
"728",728,"popplio",728,0.04,0.75,64,"água",NA,50,54,54,66,56,40,"#6890F0",NA,NA,"water1","ground",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/728.png",7
"729",729,"brionne",729,0.06,1.75,147,"água",NA,60,69,69,91,81,50,"#6890F0",NA,NA,"water1","ground",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/729.png",7
"730",730,"primarina",730,0.18,4.4,239,"água","fada",80,74,74,126,116,60,"#6890F0","#EE99AC","#8892DF","water1","ground",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/730.png",7
"731",731,"pikipek",731,0.03,0.12,53,"normal","voador",35,75,30,30,30,65,"#A8A878","#A890F0","#A8A295","flying",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/731.png",7
"732",732,"trumbeak",732,0.06,1.48,124,"normal","voador",55,85,50,40,50,75,"#A8A878","#A890F0","#A8A295","flying",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/732.png",7
"733",733,"toucannon",733,0.11,2.6,218,"normal","voador",80,120,75,75,75,60,"#A8A878","#A890F0","#A8A295","flying",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/733.png",7
"734",734,"yungoos",734,0.04,0.6,51,"normal",NA,48,70,30,30,30,45,"#A8A878",NA,NA,"ground",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/734.png",7
"735",735,"gumshoos",735,0.07,1.42,146,"normal",NA,88,110,60,55,60,45,"#A8A878",NA,NA,"ground",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/735.png",7
"736",736,"grubbin",736,0.04,0.44,60,"inseto",NA,47,62,45,55,45,46,"#A8B820",NA,NA,"bug",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/736.png",7
"737",737,"charjabug",737,0.05,1.05,140,"inseto","elétrico",57,82,95,55,75,36,"#A8B820","#F8D030","#BBBD23","bug",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/737.png",7
"738",738,"vikavolt",738,0.15,4.5,225,"inseto","elétrico",77,70,90,145,75,43,"#A8B820","#F8D030","#BBBD23","bug",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/738.png",7
"739",739,"crabrawler",739,0.06,0.7,68,"lutador",NA,47,82,57,42,47,63,"#C03028",NA,NA,"water3",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/739.png",7
"740",740,"crabominable",740,0.17,18,167,"lutador","gelo",97,132,77,62,67,43,"#C03028","#98D8D8","#B65852","water3",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/740.png",7
"741",741,"oricorio-baile",741,0.06,0.34,167,"fogo","voador",75,70,70,98,70,93,"#F08030","#A890F0","#DE835E","flying",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/741.png",7
"742",742,"cutiefly",742,0.01,0.02,61,"inseto","fada",40,45,40,55,40,84,"#A8B820","#EE99AC","#B8B041","bug","fairy",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/742.png",7
"743",743,"ribombee",743,0.02,0.05,162,"inseto","fada",60,55,60,95,70,124,"#A8B820","#EE99AC","#B8B041","bug","fairy",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/743.png",7
"744",744,"rockruff",744,0.05,0.92,56,"pedra",NA,45,65,40,30,40,60,"#B8A038",NA,NA,"ground",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/744.png",7
"745",745,"lycanroc-midday",745,0.08,2.5,170,"pedra",NA,75,115,65,55,65,112,"#B8A038",NA,NA,"ground",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/745.png",7
"746",746,"wishiwashi-solo",746,0.02,0.03,61,"água",NA,45,20,20,25,25,40,"#6890F0",NA,NA,"water2",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/746.png",7
"747",747,"mareanie",747,0.04,0.8,61,"venenoso","água",50,53,62,43,52,45,"#A040A0","#6890F0","#9253B3","water1",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/747.png",7
"748",748,"toxapex",748,0.07,1.45,173,"venenoso","água",50,63,152,53,142,35,"#A040A0","#6890F0","#9253B3","water1",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/748.png",7
"749",749,"mudbray",749,0.1,11,77,"terrestre",NA,70,100,70,45,55,45,"#E0C068",NA,NA,"ground",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/749.png",7
"750",750,"mudsdale",750,0.25,92,175,"terrestre",NA,100,125,100,55,85,35,"#E0C068",NA,NA,"ground",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/750.png",7
"751",751,"dewpider",751,0.03,0.4,54,"água","inseto",38,40,52,40,72,27,"#6890F0","#A8B820","#7799BD","water1","bug",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/751.png",7
"752",752,"araquanid",752,0.18,8.2,159,"água","inseto",68,70,92,50,132,42,"#6890F0","#A8B820","#7799BD","water1","bug",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/752.png",7
"753",753,"fomantis",753,0.03,0.15,50,"grama",NA,40,55,35,50,35,35,"#78C850",NA,NA,"plant",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/753.png",7
"754",754,"lurantis",754,0.09,1.85,168,"grama",NA,70,105,90,80,90,45,"#78C850",NA,NA,"plant",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/754.png",7
"755",755,"morelull",755,0.02,0.15,57,"grama","fada",40,35,55,65,75,15,"#78C850","#EE99AC","#94BC66","plant",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/755.png",7
"756",756,"shiinotic",756,0.1,1.15,142,"grama","fada",60,45,80,90,100,30,"#78C850","#EE99AC","#94BC66","plant",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/756.png",7
"757",757,"salandit",757,0.06,0.48,64,"venenoso","fogo",48,44,40,71,40,77,"#A040A0","#F08030","#B34F84","monster","dragon",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/757.png",7
"758",758,"salazzle",758,0.12,2.22,168,"venenoso","fogo",68,64,60,111,60,117,"#A040A0","#F08030","#B34F84","monster","dragon",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/758.png",7
"759",759,"stufful",759,0.05,0.68,68,"normal","lutador",70,75,50,45,50,50,"#A8A878","#C03028","#AD8A64","ground",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/759.png",7
"760",760,"bewear",760,0.21,13.5,175,"normal","lutador",120,125,80,55,60,60,"#A8A878","#C03028","#AD8A64","ground",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/760.png",7
"761",761,"bounsweet",761,0.03,0.32,42,"grama",NA,42,30,38,30,38,32,"#78C850",NA,NA,"plant",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/761.png",7
"762",762,"steenee",762,0.07,0.82,102,"grama",NA,52,40,48,40,48,62,"#78C850",NA,NA,"plant",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/762.png",7
"763",763,"tsareena",763,0.12,2.14,230,"grama",NA,72,120,98,50,98,72,"#78C850",NA,NA,"plant",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/763.png",7
"764",764,"comfey",764,0.01,0.03,170,"fada",NA,51,52,90,82,110,100,"#EE99AC",NA,NA,"plant",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/764.png",7
"765",765,"oranguru",765,0.15,7.6,172,"normal","psíquico",90,60,80,90,110,60,"#A8A878","#F85888","#BB947B","ground",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/765.png",7
"766",766,"passimian",766,0.2,8.28,172,"lutador",NA,100,120,90,40,60,80,"#C03028",NA,NA,"ground",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/766.png",7
"767",767,"wimpod",767,0.05,1.2,46,"inseto","água",25,35,40,20,30,80,"#A8B820","#6890F0","#98AE52","bug","water3",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/767.png",7
"768",768,"golisopod",768,0.2,10.8,186,"inseto","água",75,125,140,60,90,40,"#A8B820","#6890F0","#98AE52","bug","water3",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/768.png",7
"769",769,"sandygast",769,0.05,7,64,"fantasma","terrestre",55,55,80,70,45,15,"#705898","#E0C068","#8B718C","indeterminate",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/769.png",7
"770",770,"palossand",770,0.13,25,168,"fantasma","terrestre",85,75,110,100,75,35,"#705898","#E0C068","#8B718C","indeterminate",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/770.png",7
"771",771,"pyukumuku",771,0.03,0.12,144,"água",NA,55,60,130,30,130,5,"#6890F0",NA,NA,"water1",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/771.png",7
"772",772,"type-null",772,0.19,12.05,107,"normal",NA,95,95,95,95,95,59,"#A8A878",NA,NA,"no-eggs",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/772.png",7
"773",773,"silvally",773,0.23,10.05,114,"normal",NA,95,95,95,95,95,95,"#A8A878",NA,NA,"no-eggs",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/773.png",7
"774",774,"minior-red-meteor",774,0.03,4,154,"pedra","voador",60,60,100,60,100,60,"#B8A038","#A890F0","#B49C64","mineral",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/774.png",7
"775",775,"komala",775,0.04,1.99,168,"normal",NA,65,115,65,75,95,65,"#A8A878",NA,NA,"ground",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/775.png",7
"776",776,"turtonator",776,0.2,21.2,170,"fogo","dragão",60,78,135,91,85,36,"#F08030","#7038F8","#D06E60","monster","dragon",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/776.png",7
"777",777,"togedemaru",777,0.03,0.33,152,"elétrico","aço",65,98,63,40,73,96,"#F8D030","#B8B8D0","#E8CA56","ground","fairy",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/777.png",7
"778",778,"mimikyu-disguised",778,0.02,0.07,167,"fantasma","fada",55,90,80,50,105,96,"#705898","#EE99AC","#8E679C","indeterminate",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/778.png",7
"779",779,"bruxish",779,0.09,1.9,166,"água","psíquico",68,105,70,70,70,92,"#6890F0","#F85888","#8A82D6","water2",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/779.png",7
"780",780,"drampa",780,0.3,18.5,170,"normal","dragão",78,60,85,135,91,36,"#A8A878","#7038F8","#9A8C97","monster","dragon",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/780.png",7
"781",781,"dhelmise",781,0.39,21,181,"fantasma","grama",70,131,100,86,90,40,"#705898","#78C850","#717386","mineral",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/781.png",7
"782",782,"jangmo-o",782,0.06,2.97,60,"dragão",NA,45,55,65,45,45,45,"#7038F8",NA,NA,"dragon",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/782.png",7
"783",783,"hakamo-o",783,0.12,4.7,147,"dragão","lutador",55,75,90,65,70,65,"#7038F8","#C03028","#8336C5","dragon",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/783.png",7
"784",784,"kommo-o",784,0.16,7.82,270,"dragão","lutador",75,110,125,100,105,85,"#7038F8","#C03028","#8336C5","dragon",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/784.png",7
"785",785,"tapu-koko",785,0.18,2.05,114,"elétrico","fada",70,115,85,95,75,130,"#F8D030","#EE99AC","#F5C24E","no-eggs",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/785.png",7
"786",786,"tapu-lele",786,0.12,1.86,114,"psíquico","fada",70,85,75,130,115,95,"#F85888","#EE99AC","#F56790","no-eggs",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/786.png",7
"787",787,"tapu-bulu",787,0.19,4.55,114,"grama","fada",70,130,115,85,95,75,"#78C850","#EE99AC","#94BC66","no-eggs",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/787.png",7
"788",788,"tapu-fini",788,0.13,2.12,114,"água","fada",70,75,115,95,130,85,"#6890F0","#EE99AC","#8892DF","no-eggs",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/788.png",7
"789",789,"cosmog",789,0.02,0.01,40,"psíquico",NA,43,29,31,29,31,37,"#F85888",NA,NA,"no-eggs",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/789.png",7
"790",790,"cosmoem",790,0.01,99.99,80,"psíquico",NA,43,29,131,29,131,37,"#F85888",NA,NA,"no-eggs",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/790.png",7
"791",791,"solgaleo",791,0.34,23,136,"psíquico","aço",137,137,107,113,89,97,"#F85888","#B8B8D0","#E86F99","no-eggs",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/791.png",7
"792",792,"lunala",792,0.4,12,136,"psíquico","fantasma",137,113,89,137,107,97,"#F85888","#705898","#D7588B","no-eggs",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/792.png",7
"793",793,"nihilego",793,0.12,5.55,114,"pedra","venenoso",109,53,47,127,131,103,"#B8A038","#A040A0","#B28851","no-eggs",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/793.png",7
"794",794,"buzzwole",794,0.24,33.36,114,"inseto","lutador",107,139,139,53,53,79,"#A8B820","#C03028","#AD9721","no-eggs",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/794.png",7
"795",795,"pheromosa",795,0.18,2.5,114,"inseto","lutador",71,137,37,137,37,151,"#A8B820","#C03028","#AD9721","no-eggs",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/795.png",7
"796",796,"xurkitree",796,0.38,10,114,"elétrico",NA,83,89,71,173,71,83,"#F8D030",NA,NA,"no-eggs",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/796.png",7
"797",797,"celesteela",797,0.92,99.99,114,"aço","voador",97,101,103,107,101,61,"#B8B8D0","#A890F0","#B4AED7","no-eggs",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/797.png",7
"798",798,"kartana",798,0.03,0.01,114,"grama","aço",59,181,131,59,31,109,"#78C850","#B8B8D0","#87C46F","no-eggs",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/798.png",7
"799",799,"guzzlord",799,0.55,88.8,114,"sombrio","dragão",223,101,53,97,53,43,"#705848","#7038F8","#705072","no-eggs",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/799.png",7
"800",800,"necrozma",800,0.24,23,120,"psíquico",NA,97,107,101,127,89,79,"#F85888",NA,NA,"no-eggs",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/800.png",7
"801",801,"magearna",801,0.1,8.05,120,"aço","fada",80,95,115,130,115,65,"#B8B8D0","#EE99AC","#C5B0C7","no-eggs",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/801.png",7
"802",802,"marshadow",802,0.07,2.22,120,"lutador","fantasma",90,125,80,90,90,125,"#C03028","#705898","#AC3943","no-eggs",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/802.png",7
"803",10001,"deoxys-attack",386,0.17,6.08,270,"psíquico",NA,50,180,20,180,20,150,"#F85888",NA,NA,"no-eggs",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10001.png",NA
"804",10002,"deoxys-defense",386,0.17,6.08,270,"psíquico",NA,50,70,160,70,160,90,"#F85888",NA,NA,"no-eggs",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10002.png",NA
"805",10003,"deoxys-speed",386,0.17,6.08,270,"psíquico",NA,50,95,90,95,90,180,"#F85888",NA,NA,"no-eggs",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10003.png",NA
"806",10004,"wormadam-sandy",413,0.05,0.65,148,"inseto","terrestre",60,79,105,59,85,36,"#A8B820","#E0C068","#B5B931","bug",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10004.png",NA
"807",10005,"wormadam-trash",413,0.05,0.65,148,"inseto","aço",60,69,95,69,95,36,"#A8B820","#B8B8D0","#ABB84A","bug",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10005.png",NA
"808",10006,"shaymin-sky",492,0.04,0.52,270,"grama","voador",100,103,75,120,75,127,"#78C850","#A890F0","#83BA76","no-eggs",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10006.png",NA
"809",10007,"giratina-origin",487,0.69,65,306,"fantasma","dragão",150,120,100,120,100,90,"#705898","#7038F8","#7050AF","no-eggs",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10007.png",NA
"810",10008,"rotom-heat",479,0.03,0.03,182,"elétrico","fogo",50,65,107,105,107,86,"#F8D030","#F08030","#F6BC30","indeterminate",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10008.png",NA
"811",10009,"rotom-wash",479,0.03,0.03,182,"elétrico","água",50,65,107,105,107,86,"#F8D030","#6890F0","#D5C05E","indeterminate",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10009.png",NA
"812",10010,"rotom-frost",479,0.03,0.03,182,"elétrico","gelo",50,65,107,105,107,86,"#F8D030","#98D8D8","#E0D158","indeterminate",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10010.png",NA
"813",10011,"rotom-fan",479,0.03,0.03,182,"elétrico","voador",50,65,107,105,107,86,"#F8D030","#A890F0","#E4C05E","indeterminate",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10011.png",NA
"814",10012,"rotom-mow",479,0.03,0.03,182,"elétrico","grama",50,65,107,105,107,86,"#F8D030","#78C850","#D8CE37","indeterminate",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10012.png",NA
"815",10013,"castform-sunny",351,0.03,0.08,147,"fogo",NA,70,70,70,70,70,70,"#F08030",NA,NA,"fairy","indeterminate",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10013.png",NA
"816",10014,"castform-rainy",351,0.03,0.08,147,"água",NA,70,70,70,70,70,70,"#6890F0",NA,NA,"fairy","indeterminate",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10014.png",NA
"817",10015,"castform-snowy",351,0.03,0.08,147,"gelo",NA,70,70,70,70,70,70,"#98D8D8",NA,NA,"fairy","indeterminate",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10015.png",NA
